field,split,task_type,state,count
router_target_alpha,validation,closer_of_two,null,283
router_target_alpha,validation,count_within_radius,null,97
router_target_alpha,validation,nearest_category,null,827
router_target_alpha,validation,nearest_of_two_categories,null,205
router_target_alpha,validation,spatial_multi_constraint,null,191
router_target_alpha,validation,two_hop_nearest,null,210
router_target_alpha,validation,within_radius_yes_no,null,280
second_hop_category,test,cardinal_direction,null,397
second_hop_category,test,closer_of_two,null,264
second_hop_category,test,count_within_radius,null,89
second_hop_category,test,nearest_category,null,759
second_hop_category,test,nearest_of_two_categories,null,186
second_hop_category,test,spatial_multi_constraint,null,173
second_hop_category,test,two_hop_nearest,nonnull,188
second_hop_category,test,within_radius_yes_no,null,276
second_hop_category,train,cardinal_direction,null,3267
second_hop_category,train,closer_of_two,null,2167
second_hop_category,train,count_within_radius,null,701
second_hop_category,train,nearest_category,null,6588
second_hop_category,train,nearest_of_two_categories,null,1591
second_hop_category,train,spatial_multi_constraint,null,1478
second_hop_category,train,two_hop_nearest,nonnull,1603
second_hop_category,train,within_radius_yes_no,null,2202
second_hop_category,validation,cardinal_direction,null,409
second_hop_category,validation,closer_of_two,null,283
second_hop_category,validation,count_within_radius,null,97
second_hop_category,validation,nearest_category,null,827
second_hop_category,validation,nearest_of_two_categories,null,205
second_hop_category,validation,spatial_multi_constraint,null,191
second_hop_category,validation,two_hop_nearest,nonnull,210
second_hop_category,validation,within_radius_yes_no,null,280
short_target,test,cardinal_direction,nonnull,397
short_target,test,closer_of_two,nonnull,264
short_target,test,count_within_radius,nonnull,89
short_target,test,nearest_category,nonnull,759
short_target,test,nearest_of_two_categories,nonnull,186
short_target,test,spatial_multi_constraint,nonnull,173
short_target,test,two_hop_nearest,nonnull,188
short_target,test,within_radius_yes_no,nonnull,276
short_target,train,cardinal_direction,nonnull,3267
short_target,train,closer_of_two,nonnull,2167
short_target,train,count_within_radius,nonnull,701
short_target,train,nearest_category,nonnull,6588
short_target,train,nearest_of_two_categories,nonnull,1591
short_target,train,spatial_multi_constraint,nonnull,1478
short_target,train,two_hop_nearest,nonnull,1603
short_target,train,within_radius_yes_no,nonnull,2202
short_target,validation,cardinal_direction,nonnull,409
short_target,validation,closer_of_two,nonnull,283
short_target,validation,count_within_radius,nonnull,97
short_target,validation,nearest_category,nonnull,827
short_target,validation,nearest_of_two_categories,nonnull,205
short_target,validation,spatial_multi_constraint,nonnull,191
short_target,validation,two_hop_nearest,nonnull,210
short_target,validation,within_radius_yes_no,nonnull,280
sources,test,cardinal_direction,nonnull,397
sources,test,closer_of_two,nonnull,264
sources,test,count_within_radius,nonnull,89
sources,test,nearest_category,nonnull,759
sources,test,nearest_of_two_categories,nonnull,186
sources,test,spatial_multi_constraint,nonnull,173
sources,test,two_hop_nearest,nonnull,188
sources,test,within_radius_yes_no,nonnull,276
sources,train,cardinal_direction,nonnull,3267
sources,train,closer_of_two,nonnull,2167
sources,train,count_within_radius,nonnull,701
sources,train,nearest_category,nonnull,6588
sources,train,nearest_of_two_categories,nonnull,1591
sources,train,spatial_multi_constraint,nonnull,1478
sources,train,two_hop_nearest,nonnull,1603
sources,train,within_radius_yes_no,nonnull,2202
sources,validation,cardinal_direction,nonnull,409
sources,validation,closer_of_two,nonnull,283
sources,validation,count_within_radius,nonnull,97
sources,validation,nearest_category,nonnull,827
sources,validation,nearest_of_two_categories,nonnull,205
sources,validation,spatial_multi_constraint,nonnull,191
sources,validation,two_hop_nearest,nonnull,210
sources,validation,within_radius_yes_no,nonnull,280
split,test,cardinal_direction,nonnull,397
split,test,closer_of_two,nonnull,264
split,test,count_within_radius,nonnull,89
split,test,nearest_category,nonnull,759
split,test,nearest_of_two_categories,nonnull,186
split,test,spatial_multi_constraint,nonnull,173
split,test,two_hop_nearest,nonnull,188
split,test,within_radius_yes_no,nonnull,276
split,train,cardinal_direction,nonnull,3267
split,train,closer_of_two,nonnull,2167
split,train,count_within_radius,nonnull,701
split,train,nearest_category,nonnull,6588
split,train,nearest_of_two_categories,nonnull,1591
split,train,spatial_multi_constraint,nonnull,1478
split,train,two_hop_nearest,nonnull,1603
split,train,within_radius_yes_no,nonnull,2202
split,validation,cardinal_direction,nonnull,409
split,validation,closer_of_two,nonnull,283
split,validation,count_within_radius,nonnull,97
split,validation,nearest_category,nonnull,827
split,validation,nearest_of_two_categories,nonnull,205
split,validation,spatial_multi_constraint,nonnull,191
split,validation,two_hop_nearest,nonnull,210
split,validation,within_radius_yes_no,nonnull,280
target_category,test,cardinal_direction,null,397
target_category,test,closer_of_two,null,264
target_category,test,count_within_radius,null,89
target_category,test,nearest_category,null,759
target_category,test,nearest_of_two_categories,null,186
target_category,test,spatial_multi_constraint,nonnull,173
target_category,test,two_hop_nearest,null,188
target_category,test,within_radius_yes_no,null,276
target_category,train,cardinal_direction,null,3267
target_category,train,closer_of_two,null,2167
target_category,train,count_within_radius,null,701
target_category,train,nearest_category,null,6588
target_category,train,nearest_of_two_categories,null,1591
target_category,train,spatial_multi_constraint,nonnull,1478
target_category,train,two_hop_nearest,null,1603
target_category,train,within_radius_yes_no,null,2202
target_category,validation,cardinal_direction,null,409
target_category,validation,closer_of_two,null,283
target_category,validation,count_within_radius,null,97
target_category,validation,nearest_category,null,827
target_category,validation,nearest_of_two_categories,null,205
target_category,validation,spatial_multi_constraint,nonnull,191
target_category,validation,two_hop_nearest,null,210
target_category,validation,within_radius_yes_no,null,280
task_type,test,cardinal_direction,nonnull,397
task_type,test,closer_of_two,nonnull,264
task_type,test,count_within_radius,nonnull,89
task_type,test,nearest_category,nonnull,759
task_type,test,nearest_of_two_categories,nonnull,186
task_type,test,spatial_multi_constraint,nonnull,173
task_type,test,two_hop_nearest,nonnull,188
task_type,test,within_radius_yes_no,nonnull,276
task_type,train,cardinal_direction,nonnull,3267
task_type,train,closer_of_two,nonnull,2167
task_type,train,count_within_radius,nonnull,701
task_type,train,nearest_category,nonnull,6588
task_type,train,nearest_of_two_categories,nonnull,1591
task_type,train,spatial_multi_constraint,nonnull,1478
task_type,train,two_hop_nearest,nonnull,1603
task_type,train,within_radius_yes_no,nonnull,2202
task_type,validation,cardinal_direction,nonnull,409
task_type,validation,closer_of_two,nonnull,283
task_type,validation,count_within_radius,nonnull,97
task_type,validation,nearest_category,nonnull,827
task_type,validation,nearest_of_two_categories,nonnull,205
task_type,validation,spatial_multi_constraint,nonnull,191
task_type,validation,two_hop_nearest,nonnull,210
task_type,validation,within_radius_yes_no,nonnull,280
verified_rationale,test,cardinal_direction,nonnull,397
verified_rationale,test,closer_of_two,nonnull,264
verified_rationale,test,count_within_radius,nonnull,89
verified_rationale,test,nearest_category,nonnull,759
verified_rationale,test,nearest_of_two_categories,nonnull,186
verified_rationale,test,spatial_multi_constraint,nonnull,173
verified_rationale,test,two_hop_nearest,nonnull,188
verified_rationale,test,within_radius_yes_no,nonnull,276
verified_rationale,train,cardinal_direction,nonnull,3267
verified_rationale,train,closer_of_two,nonnull,2167
verified_rationale,train,count_within_radius,nonnull,701
verified_rationale,train,nearest_category,nonnull,6588
verified_rationale,train,nearest_of_two_categories,nonnull,1591
verified_rationale,train,spatial_multi_constraint,nonnull,1478
verified_rationale,train,two_hop_nearest,nonnull,1603
verified_rationale,train,within_radius_yes_no,nonnull,2202
verified_rationale,validation,cardinal_direction,nonnull,409
verified_rationale,validation,closer_of_two,nonnull,283
verified_rationale,validation,count_within_radius,nonnull,97
verified_rationale,validation,nearest_category,nonnull,827
verified_rationale,validation,nearest_of_two_categories,nonnull,205
verified_rationale,validation,spatial_multi_constraint,nonnull,191
verified_rationale,validation,two_hop_nearest,nonnull,210
verified_rationale,validation,within_radius_yes_no,nonnull,280
wikidata_id,test,cardinal_direction,nonnull,397
wikidata_id,test,closer_of_two,nonnull,264
wikidata_id,test,count_within_radius,nonnull,89
wikidata_id,test,nearest_category,nonnull,759
wikidata_id,test,nearest_of_two_categories,nonnull,186
wikidata_id,test,spatial_multi_constraint,nonnull,173
wikidata_id,test,two_hop_nearest,nonnull,188
wikidata_id,test,within_radius_yes_no,nonnull,276
wikidata_id,train,cardinal_direction,nonnull,3267
wikidata_id,train,closer_of_two,nonnull,2167
wikidata_id,train,count_within_radius,nonnull,701
wikidata_id,train,nearest_category,nonnull,6588
wikidata_id,train,nearest_of_two_categories,nonnull,1591
wikidata_id,train,spatial_multi_constraint,nonnull,1478
wikidata_id,train,two_hop_nearest,nonnull,1603
wikidata_id,train,within_radius_yes_no,nonnull,2202
wikidata_id,validation,cardinal_direction,nonnull,409
wikidata_id,validation,closer_of_two,nonnull,283
wikidata_id,validation,count_within_radius,nonnull,97
wikidata_id,validation,nearest_category,nonnull,827
wikidata_id,validation,nearest_of_two_categories,nonnull,205
wikidata_id,validation,spatial_multi_constraint,nonnull,191
wikidata_id,validation,two_hop_nearest,nonnull,210
wikidata_id,validation,within_radius_yes_no,nonnull,280
wikipedia_title,test,cardinal_direction,nonnull,397
wikipedia_title,test,closer_of_two,nonnull,264
wikipedia_title,test,count_within_radius,nonnull,89
wikipedia_title,test,nearest_category,nonnull,759
wikipedia_title,test,nearest_of_two_categories,nonnull,186
wikipedia_title,test,spatial_multi_constraint,nonnull,173
wikipedia_title,test,two_hop_nearest,nonnull,188
wikipedia_title,test,within_radius_yes_no,nonnull,276
wikipedia_title,train,cardinal_direction,nonnull,3267
wikipedia_title,train,closer_of_two,nonnull,2167
wikipedia_title,train,count_within_radius,nonnull,701
wikipedia_title,train,nearest_category,nonnull,6588
wikipedia_title,train,nearest_of_two_categories,nonnull,1591
wikipedia_title,train,spatial_multi_constraint,nonnull,1478
wikipedia_title,train,two_hop_nearest,nonnull,1603
wikipedia_title,train,within_radius_yes_no,nonnull,2202
wikipedia_title,validation,cardinal_direction,nonnull,409
wikipedia_title,validation,closer_of_two,nonnull,283
wikipedia_title,validation,count_within_radius,nonnull,97
wikipedia_title,validation,nearest_category,nonnull,827
wikipedia_title,validation,nearest_of_two_categories,nonnull,205
wikipedia_title,validation,spatial_multi_constraint,nonnull,191
wikipedia_title,validation,two_hop_nearest,nonnull,210
wikipedia_title,validation,within_radius_yes_no,nonnull,280
