split,task_type,slot_masked_pattern,count
test,within_radius_yes_no,هل يوجد جامعة ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,8
test,within_radius_yes_no,هل يوجد صيدلية ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,9
test,within_radius_yes_no,هل يوجد عيادة ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,39
test,within_radius_yes_no,هل يوجد كلية ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,7
test,within_radius_yes_no,هل يوجد محطة وقود ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,46
test,within_radius_yes_no,هل يوجد مدرسة ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,13
test,within_radius_yes_no,هل يوجد مستشفى ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,144
test,within_radius_yes_no,هل يوجد مطعم ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,8
test,within_radius_yes_no,هل يوجد مقهى ضمن مسافة <NUM> كم تقريبًا من <NAME> من بين المعالم الواردة في السياق؟,2
train,cardinal_direction,في أي اتجاه يقع <NAME> بالنسبة إلى <NAME>؟,3267
train,closer_of_two,أي الموقعين أقرب إلى <NAME>: <NAME> أم <NAME>؟,2167
train,count_within_radius,كم عدد المعالم من نوع <NAME> الواقعة ضمن مسافة <NUM> كم تقريبًا من <NAME> وفق الإحداثيات المتاحة؟,701
train,nearest_category,ما أقرب بنك إلى <NAME> من بين المعالم الواردة في السياق؟,627
train,nearest_category,ما أقرب جامعة إلى <NAME> من بين المعالم الواردة في السياق؟,464
train,nearest_category,ما أقرب صيدلية إلى <NAME> من بين المعالم الواردة في السياق؟,639
train,nearest_category,ما أقرب عيادة إلى <NAME> من بين المعالم الواردة في السياق؟,572
train,nearest_category,ما أقرب كلية إلى <NAME> من بين المعالم الواردة في السياق؟,457
train,nearest_category,ما أقرب محطة وقود إلى <NAME> من بين المعالم الواردة في السياق؟,1017
train,nearest_category,ما أقرب مدرسة إلى <NAME> من بين المعالم الواردة في السياق؟,656
train,nearest_category,ما أقرب مستشفى إلى <NAME> من بين المعالم الواردة في السياق؟,697
train,nearest_category,ما أقرب مطعم إلى <NAME> من بين المعالم الواردة في السياق؟,731
train,nearest_category,ما أقرب مقهى إلى <NAME> من بين المعالم الواردة في السياق؟,728
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,4
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,22
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,12
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,5
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,38
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,19
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,29
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,18
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب بنك أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,30
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,7
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,9
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,13
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,8
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,19
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,6
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,10
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,6
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب جامعة أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,18
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,27
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,3
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,10
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,4
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,25
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,19
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,27
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,20
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب صيدلية أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,19
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,11
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,9
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,11
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,2
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,20
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,15
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,10
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,14
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب عيادة أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,9
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,1
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,7
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,3
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,4
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,11
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,4
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,9
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,8
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب كلية أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,5
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,23
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,17
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,27
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,24
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,12
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,37
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,35
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,29
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب محطة وقود أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,44
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,25
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,4
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,19
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,19
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,4
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,34
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,18
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,32
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مدرسة أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,14
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,22
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,4
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,18
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,13
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,9
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,44
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,21
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,31
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مستشفى أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,22
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,22
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,6
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,22
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,10
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,8
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,40
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,31
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,26
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مطعم أم أقرب مقهى؟ اذكر اسم المعلم الأقرب.,28
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب بنك؟ اذكر اسم المعلم الأقرب.,33
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب جامعة؟ اذكر اسم المعلم الأقرب.,6
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب صيدلية؟ اذكر اسم المعلم الأقرب.,26
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب عيادة؟ اذكر اسم المعلم الأقرب.,10
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب كلية؟ اذكر اسم المعلم الأقرب.,10
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب محطة وقود؟ اذكر اسم المعلم الأقرب.,51
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب مدرسة؟ اذكر اسم المعلم الأقرب.,19
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب مستشفى؟ اذكر اسم المعلم الأقرب.,23
train,nearest_of_two_categories,أيهما أقرب إلى <NAME>: أقرب مقهى أم أقرب مطعم؟ اذكر اسم المعلم الأقرب.,39
train,spatial_multi_constraint,ما أقرب بنك يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,41
train,spatial_multi_constraint,ما أقرب بنك يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,33
train,spatial_multi_constraint,ما أقرب بنك يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,46
train,spatial_multi_constraint,ما أقرب بنك يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,25
train,spatial_multi_constraint,ما أقرب جامعة يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,3
train,spatial_multi_constraint,ما أقرب جامعة يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,15
train,spatial_multi_constraint,ما أقرب جامعة يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,3
train,spatial_multi_constraint,ما أقرب جامعة يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,3
train,spatial_multi_constraint,ما أقرب صيدلية يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,48
train,spatial_multi_constraint,ما أقرب صيدلية يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,30
train,spatial_multi_constraint,ما أقرب صيدلية يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,60
train,spatial_multi_constraint,ما أقرب صيدلية يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,24
train,spatial_multi_constraint,ما أقرب عيادة يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,19
train,spatial_multi_constraint,ما أقرب عيادة يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,53
train,spatial_multi_constraint,ما أقرب عيادة يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,57
train,spatial_multi_constraint,ما أقرب عيادة يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,28
train,spatial_multi_constraint,ما أقرب كلية يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,13
train,spatial_multi_constraint,ما أقرب كلية يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,10
train,spatial_multi_constraint,ما أقرب كلية يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,6
train,spatial_multi_constraint,ما أقرب كلية يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,6
train,spatial_multi_constraint,ما أقرب محطة وقود يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,70
train,spatial_multi_constraint,ما أقرب محطة وقود يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,60
train,spatial_multi_constraint,ما أقرب محطة وقود يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,42
train,spatial_multi_constraint,ما أقرب محطة وقود يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,50
train,spatial_multi_constraint,ما أقرب مدرسة يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,24
train,spatial_multi_constraint,ما أقرب مدرسة يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,25
train,spatial_multi_constraint,ما أقرب مدرسة يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,32
train,spatial_multi_constraint,ما أقرب مدرسة يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,16
train,spatial_multi_constraint,ما أقرب مستشفى يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,65
train,spatial_multi_constraint,ما أقرب مستشفى يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,47
train,spatial_multi_constraint,ما أقرب مستشفى يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,60
train,spatial_multi_constraint,ما أقرب مستشفى يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,20
train,spatial_multi_constraint,ما أقرب مطعم يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,68
train,spatial_multi_constraint,ما أقرب مطعم يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,55
train,spatial_multi_constraint,ما أقرب مطعم يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,91
train,spatial_multi_constraint,ما أقرب مطعم يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,56
train,spatial_multi_constraint,ما أقرب مقهى يقع في اتجاه جنوب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,62
train,spatial_multi_constraint,ما أقرب مقهى يقع في اتجاه شرق من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,39
train,spatial_multi_constraint,ما أقرب مقهى يقع في اتجاه شمال من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,47
train,spatial_multi_constraint,ما أقرب مقهى يقع في اتجاه غرب من <NAME> وضمن مسافة <NUM> كم تقريبًا؟,26
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,7
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,24
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,6
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,8
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,31
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,13
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,17
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,24
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب بنك، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,12
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,1
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,2
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,3
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,13
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,2
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,7
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,15
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب جامعة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,14
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,28
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,4
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب عيادة. ما اسم المعلم النهائي؟,14
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,28
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,22
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,16
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,12
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,28
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب صيدلية، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,25
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب بنك. ما اسم المعلم النهائي؟,9
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب جامعة. ما اسم المعلم النهائي؟,4
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب صيدلية. ما اسم المعلم النهائي؟,10
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب كلية. ما اسم المعلم النهائي؟,13
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب محطة وقود. ما اسم المعلم النهائي؟,24
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مدرسة. ما اسم المعلم النهائي؟,12
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مستشفى. ما اسم المعلم النهائي؟,7
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مطعم. ما اسم المعلم النهائي؟,12
train,two_hop_nearest,انطلاقًا من <NAME>، حدد أولًا أقرب عيادة، ثم استخدم هذا الموقع كنقطة مرجعية جديدة لتحديد أقرب مقهى. ما اسم المعلم النهائي؟,11
